Station Address,City,State/Province,Transaction Date,Transaction Start Time,   Charging Time (minutes)   , Energy (kWh) , GHG Savings (kg) , Gasoline Savings (gallons) ,Port Type
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,1/25/2019,7:49 PM,3,0.01,0,0,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,1/25/2019,5:46 PM,117,12.03,5.05,1.51,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,1/25/2019,6:17 PM,78,6.99,2.94,0.88,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,1/25/2019,5:58 PM,72,3.97,1.67,0.5,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,1/25/2019,4:59 PM,116,5.99,2.52,0.75,Level 2
"Spoorstraat 22, 3511 EN",Utrecht,Utrecht,1/25/2019,5:28 PM,50,3.28,1.38,0.41,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,1/25/2019,4:41 PM,90,3.36,1.41,0.42,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,1/25/2019,5:06 PM,66,6.64,2.79,0.83,Level 2
"Moreelsepark 2, 3511 EP",Utrecht,Utrecht,1/25/2019,4:13 PM,70,6.93,2.91,0.87,Level 2
"Daalsesingel 1, 3511 SV",Utrecht,Utrecht,1/25/2019,4:31 PM,40,4.77,2.01,0.6,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,1/25/2019,1:41 PM,153,14.39,6.05,1.81,Level 2
"Moreelsepark 2, 3511 EP",Utrecht,Utrecht,1/25/2019,4:07 PM,   -     , -   , -   , -   ,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,1/25/2019,2:31 PM,71,7.08,2.97,0.89,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,1/25/2019,3:08 PM,  -    , -   , -   , -   ,Level 2
"Daalsesingel 1, 3511 SV",Utrecht,Utrecht,1/25/2019,1:13 PM,113,13.14,5.52,1.65,Level 2
"Moreelsepark 2, 3511 EP",Utrecht,Utrecht,1/25/2019,2:05 PM,38,2,0.84,0.25,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,1/25/2019,12:30 PM,121,12.8,5.38,1.61,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,1/25/2019,10:04 AM,114,6.17,2.59,0.77,Level 2
"Valeriusbaan 12, 3521 AB",Utrecht,Utrecht,1/25/2019,8:42 AM,299,30.59,12.85,3.84,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,1/25/2019,11:58 AM,89,9.09,3.82,1.14,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,1/25/2019,10:02 AM,205,12.29,5.16,1.54,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,1/25/2019,11:52 AM,72,4.08,1.71,0.51,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,1/25/2019,12:58 PM,3,0.17,0.07,0.02,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,1/25/2019,8:49 AM,244,15.49,6.51,1.94,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,1/25/2019,8:02 AM,139,6.02,2.53,0.76,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,1/25/2019,11:29 AM,32,2.01,0.84,0.25,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,1/25/2019,5:58 AM,166,5.82,2.44,0.73,Level 2
"Spoorstraat 22, 3511 EN",Utrecht,Utrecht,1/25/2019,8:31 AM,149,5.92,2.49,0.74,Level 2
"Sterrenbos 10, 3511 ES",Utrecht,Utrecht,1/25/2019,9:36 AM,98,5.25,2.21,0.66,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,1/25/2019,10:33 AM,8,0.48,0.2,0.06,Level 2
"Valeriusbaan 12, 3521 AB",Utrecht,Utrecht,1/25/2019,10:37 AM,   -     , -   , -   , -   ,Level 2
"Valeriusbaan 12, 3521 AB",Utrecht,Utrecht,1/25/2019,8:31 AM,126,12.44,5.23,1.56,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,1/25/2019,9:07 AM,82,8.41,3.53,1.06,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,1/25/2019,8:09 AM,116,12.28,5.16,1.54,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,1/25/2019,9:16 AM,36,2.16,0.91,0.27,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,1/25/2019,6:58 AM,154,15.26,6.41,1.92,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,1/25/2019,8:09 AM,83,8.21,3.45,1.03,Level 2
"Daalsesingel 1, 3511 SV",Utrecht,Utrecht,1/25/2019,8:45 AM,43,4.92,2.07,0.62,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,1/25/2019,1:14 AM,30,2.99,1.26,0.38,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,1/26/2019,6:11 PM,283,28.57,12,3.59,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,1/26/2019,9:03 PM,95,9.71,4.08,1.22,Level 2
"Daalsesingel 1, 3511 SV",Utrecht,Utrecht,1/26/2019,4:20 PM,292,30.3,12.73,3.8,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,1/26/2019,7:20 PM,85,2.5,1.05,0.31,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,1/26/2019,6:45 PM,141,7.22,3.03,0.91,Level 2
"Spoorstraat 22, 3511 EN",Utrecht,Utrecht,1/26/2019,5:47 PM,166,8.8,3.69,1.1,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,1/26/2019,5:30 PM,88,8.57,3.6,1.08,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,1/26/2019,5:00 PM,73,1.34,0.56,0.17,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,1/26/2019,5:04 PM,121,7.75,3.26,0.97,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,1/26/2019,5:20 PM,97,5.31,2.23,0.67,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,1/26/2019,3:39 PM,125,11.39,4.79,1.43,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,1/26/2019,5:19 PM,70,3.84,1.61,0.48,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,1/26/2019,3:02 PM,202,20.08,8.43,2.52,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,1/26/2019,5:56 PM,5,0.43,0.18,0.05,Level 2
"Spoorstraat 22, 3511 EN",Utrecht,Utrecht,1/26/2019,5:46 PM,   -     , -   , -   , -   ,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,1/26/2019,2:17 PM,150,7.99,3.36,1,Level 2
"Daalsesingel 1, 3511 SV",Utrecht,Utrecht,1/26/2019,4:27 PM,   -     , -   , -   , -   ,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,1/26/2019,2:45 PM,64,3.3,1.38,0.41,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,1/26/2019,2:14 PM,93,5.1,2.14,0.64,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,1/26/2019,3:28 PM,13,1.33,0.56,0.17,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,1/26/2019,1:56 PM,96,5.25,2.21,0.66,Level 2
"Moreelsepark 2, 3511 EP",Utrecht,Utrecht,1/26/2019,3:10 PM,22,2.11,0.89,0.27,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,1/26/2019,1:58 PM,74,4.06,1.71,0.51,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,1/26/2019,2:21 PM,51,3.03,1.27,0.38,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,1/26/2019,11:57 AM,136,14.11,5.93,1.77,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,1/26/2019,11:49 AM,107,5.85,2.46,0.73,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,1/26/2019,11:22 AM,131,14.44,6.07,1.81,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,1/26/2019,11:36 AM,119,13.14,5.52,1.65,Level 2
"Daalsesingel 1, 3511 SV",Utrecht,Utrecht,1/26/2019,11:41 AM,64,6.52,2.74,0.82,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,1/26/2019,11:26 AM,64,7.13,2.99,0.9,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,1/26/2019,11:15 AM,23,2.38,1,0.3,Level 2
"Moreelsepark 2, 3511 EP",Utrecht,Utrecht,1/26/2019,9:54 AM,94,5.65,2.37,0.71,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,1/26/2019,11:23 AM,   -     , -   , -   , -   ,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,1/26/2019,8:47 AM,87,5.28,2.22,0.66,Level 2
"Valeriusbaan, 3521 AB",Utrecht,Utrecht,1/26/2019,9:36 AM,30,1.61,0.67,0.2,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,1/26/2019,9:02 AM,57,6.01,2.53,0.75,Level 2
"Sterrenbos 10, 3511 ES",Utrecht,Utrecht,1/26/2019,9:36 AM,   -     , -   , -   , -   ,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,1/26/2019,12:32 AM,7,0.7,0.3,0.09,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,1/27/2019,5:01 PM,126,12.9,5.42,1.62,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,1/27/2019,6:06 PM,44,2.39,1.01,0.3,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,1/27/2019,5:19 PM,41,4.17,1.75,0.52,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,1/27/2019,6:06 PM,   -     , -   , -   , -   ,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,1/27/2019,3:03 PM,95,9.87,4.14,1.24,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,1/27/2019,2:48 PM,85,4.71,1.98,0.59,Level 2
"Valeriusbaan 12, 3521 AB",Utrecht,Utrecht,1/27/2019,1:40 PM,146,15.09,6.34,1.89,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,1/27/2019,1:47 PM,79,7.41,3.11,0.93,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,1/27/2019,3:06 PM,33,3.36,1.41,0.42,Level 2
"Rijnkade 3, 3511 LC",Utrecht,Utrecht,1/27/2019,2:26 PM,61,6.39,2.68,0.8,Level 2
"Rijnkade 3, 3511 LC",Utrecht,Utrecht,1/27/2019,2:23 PM,   -     , -   , -   , -   ,Level 2
"Rijnkade 3, 3511 LC",Utrecht,Utrecht,1/27/2019,2:18 PM,   -     , -   , -   , -   ,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,1/27/2019,10:03 AM,128,6.35,2.67,0.8,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,1/27/2019,9:04 AM,259,14.32,6.01,1.8,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,1/27/2019,12:17 PM,57,3.19,1.34,0.4,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,1/27/2019,10:43 AM,27,1.58,0.66,0.2,Level 2
"Valeriusbaan, 3521 AB",Utrecht,Utrecht,1/27/2019,11:17 AM,114,11.31,4.75,1.42,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,1/27/2019,9:59 AM,170,10.47,4.4,1.31,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,1/27/2019,10:36 AM,89,4.34,1.82,0.54,Level 2
"Sterrenbos 10, 3511 ES",Utrecht,Utrecht,1/27/2019,11:28 AM,37,3.73,1.57,0.47,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,1/27/2019,10:14 AM,53,0.8,0.34,0.1,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,1/27/2019,9:32 AM,150,15.44,6.48,1.94,Level 2
"Sterrenbos 10, 3511 ES",Utrecht,Utrecht,1/27/2019,8:10 AM,147,10.19,4.28,1.28,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,1/28/2019,7:57 PM,222,22.75,9.55,2.86,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,1/28/2019,7:16 PM,81,8.22,3.45,1.03,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,1/28/2019,7:26 PM,63,6.44,2.7,0.81,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,1/28/2019,6:16 PM,108,10.93,4.59,1.37,Level 2
"Sterrenbos 10, 3511 ES",Utrecht,Utrecht,1/28/2019,5:25 PM,88,8.78,3.69,1.1,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,1/28/2019,10:26 AM,490,48.98,20.57,6.15,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,1/28/2019,3:33 PM,109,10.78,4.53,1.35,Level 2
"Valeriusbaan 12, 3521 AB",Utrecht,Utrecht,1/28/2019,8:45 AM,552,56.41,23.69,7.08,Level 2
"Valeriusbaan, 3521 AB",Utrecht,Utrecht,1/28/2019,5:10 PM,39,2.11,0.89,0.27,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,1/28/2019,3:58 PM,86,6.06,2.55,0.76,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,1/28/2019,3:44 PM,70,4.77,2.01,0.6,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,1/28/2019,3:49 PM,   -     , -   , -   , -   ,Level 2
"Valeriusbaan 12, 3521 AB",Utrecht,Utrecht,1/28/2019,3:08 PM,29,2.95,1.24,0.37,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,1/28/2019,1:08 PM,   -     , -   , -   , -   ,Level 2
"Valeriusbaan 12, 3521 AB",Utrecht,Utrecht,1/28/2019,9:47 AM,134,13.39,5.62,1.68,Level 2
"Rijnkade 3, 3511 LC",Utrecht,Utrecht,1/28/2019,8:08 AM,224,15.58,6.54,1.96,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,1/28/2019,9:28 AM,110,11.42,4.8,1.43,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,1/28/2019,5:29 AM,206,15.04,6.32,1.89,Level 2
"Laan van Puntenburg 2, 3511 ER",Utrecht,Utrecht,1/28/2019,8:08 AM,163,17.12,7.19,2.15,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,1/29/2019,6:20 PM,49,2.45,1.03,0.31,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,1/29/2019,4:27 PM,276,21.18,8.89,2.66,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,1/29/2019,10:33 PM,23,2.44,1.02,0.31,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,1/29/2019,8:01 PM,103,10.48,4.4,1.32,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,1/29/2019,6:31 PM,161,12.13,5.1,1.52,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,1/29/2019,6:31 PM,109,5.87,2.47,0.74,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,1/29/2019,3:21 PM,220,22.79,9.57,2.86,Level 2
"Spoorstraat 22, 3511 EN",Utrecht,Utrecht,1/29/2019,5:49 PM,64,5.1,2.14,0.64,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,1/29/2019,2:00 PM,274,21.25,8.93,2.67,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,1/29/2019,5:45 PM,51,4.55,1.91,0.57,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,1/29/2019,7:05 AM,121,5.74,2.41,0.72,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,1/29/2019,4:50 PM,50,2.75,1.16,0.35,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,1/29/2019,5:05 PM,26,2.62,1.1,0.33,Level 2
"Sterrenbos 10, 3511 ES",Utrecht,Utrecht,1/29/2019,12:52 PM,263,10.54,4.43,1.32,Level 2
"Daalsesingel 1, 3511 SV",Utrecht,Utrecht,1/29/2019,2:22 PM,128,15.31,6.43,1.92,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,1/29/2019,2:47 PM,71,3.72,1.56,0.47,Level 2
"Valeriusbaan, 3521 AB",Utrecht,Utrecht,1/29/2019,2:48 PM,79,8.09,3.4,1.02,Level 2
"Spoorstraat 22, 3511 EN",Utrecht,Utrecht,1/29/2019,2:50 PM,76,3.99,1.68,0.5,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,1/29/2019,11:29 AM,209,21.91,9.2,2.75,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,1/29/2019,1:33 PM,72,7.17,3.01,0.9,Level 2
"Rijnkade 3, 3511 LC",Utrecht,Utrecht,1/29/2019,6:08 AM,348,31.7,13.31,3.98,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,1/29/2019,12:52 PM,111,11.29,4.74,1.42,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,1/29/2019,1:37 PM,43,2.68,1.13,0.34,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,1/29/2019,12:45 PM,93,9.68,4.07,1.22,Level 2
"Valeriusbaan 12, 3521 AB",Utrecht,Utrecht,1/29/2019,6:29 AM,122,6.54,2.75,0.82,Level 2
"Valeriusbaan 12, 3521 AB",Utrecht,Utrecht,1/29/2019,12:41 PM,66,6.72,2.82,0.84,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,1/29/2019,11:19 AM,107,11.31,4.75,1.42,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,1/29/2019,8:32 AM,63,2.77,1.16,0.35,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,1/29/2019,5:29 AM,132,5.83,2.45,0.73,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,1/29/2019,9:26 AM,131,13.44,5.64,1.69,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,1/29/2019,7:11 AM,187,18.53,7.78,2.33,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,1/29/2019,7:45 AM,127,11.61,4.87,1.46,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,1/29/2019,7:20 AM,45,4.12,1.73,0.52,Level 2
"Laan van Puntenburg 2, 3511 ER",Utrecht,Utrecht,1/30/2019,3:26 PM,334,6.71,2.82,0.84,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,1/30/2019,3:14 PM,48,2.42,1.02,0.3,Level 2
"Rijnkade 3, 3511 LC",Utrecht,Utrecht,1/30/2019,9:13 PM,32,3.02,1.27,0.38,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,1/30/2019,11:18 PM,34,3.4,1.43,0.43,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,1/30/2019,5:54 PM,132,6.36,2.67,0.8,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,1/30/2019,6:36 PM,145,6.41,2.69,0.81,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,1/30/2019,7:40 PM,78,4.65,1.95,0.58,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,1/30/2019,6:47 PM,51,2.96,1.24,0.37,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,1/30/2019,6:17 PM,44,2.52,1.06,0.32,Level 2
"Moreelsepark 2, 3511 EP",Utrecht,Utrecht,1/30/2019,4:15 PM,109,10.88,4.57,1.37,Level 2
"Valeriusbaan, 3521 AB",Utrecht,Utrecht,1/30/2019,5:03 PM,60,5.92,2.49,0.74,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,1/30/2019,3:27 PM,78,3.72,1.56,0.47,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,1/30/2019,11:42 AM,246,18.88,7.93,2.37,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,1/30/2019,5:13 PM,34,3.41,1.43,0.43,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,1/30/2019,5:30 PM,11,1.12,0.47,0.14,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,1/30/2019,3:20 PM,74,3.92,1.65,0.49,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,1/30/2019,3:36 PM,44,1.63,0.69,0.21,Level 2
"Daalsesingel 1, 3511 SV",Utrecht,Utrecht,1/30/2019,3:43 PM,64,4.1,1.72,0.51,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,1/30/2019,2:53 PM,114,11.46,4.81,1.44,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,1/30/2019,11:04 AM,288,15.63,6.57,1.96,Level 2
"Rijnkade 3, 3511 LC",Utrecht,Utrecht,1/30/2019,6:05 AM,352,32.75,13.76,4.11,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,1/30/2019,12:47 PM,147,13.15,5.52,1.65,Level 2
"Laan van Puntenburg 2, 3511 ER",Utrecht,Utrecht,1/30/2019,1:03 PM,102,5.07,2.13,0.64,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,1/30/2019,11:20 AM,214,17.93,7.53,2.25,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,1/30/2019,12:37 PM,74,3.61,1.51,0.45,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,1/30/2019,12:38 PM,116,12.37,5.2,1.55,Level 2
"Daalsesingel 1, 3511 SV",Utrecht,Utrecht,1/30/2019,11:30 AM,114,7.44,3.12,0.93,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,1/30/2019,12:32 PM,34,3.4,1.43,0.43,Level 2
"Valeriusbaan 12, 3521 AB",Utrecht,Utrecht,1/30/2019,7:34 AM,120,6.49,2.73,0.81,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,1/30/2019,12:32 PM,   -     , -   , -   , -   ,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,1/30/2019,10:54 AM,97,5.81,2.44,0.73,Level 2
"Rijnkade 3, 3511 LC",Utrecht,Utrecht,1/30/2019,8:01 AM,236,15.84,6.65,1.99,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,1/30/2019,10:02 AM,112,11.67,4.9,1.47,Level 2
"Valeriusbaan 12, 3521 AB",Utrecht,Utrecht,1/30/2019,8:19 AM,196,15.1,6.34,1.9,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,1/30/2019,11:01 AM,   -     , -   , -   , -   ,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,1/30/2019,5:58 AM,154,8.36,3.51,1.05,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,1/30/2019,8:43 AM,122,12.61,5.29,1.58,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,1/30/2019,7:38 AM,121,12.51,5.25,1.57,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,1/30/2019,7:50 AM,121,11.66,4.9,1.46,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,1/30/2019,7:37 AM,133,13.08,5.49,1.64,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,1/30/2019,8:36 AM,69,3.88,1.63,0.49,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,1/30/2019,6:31 AM,189,12.79,5.37,1.61,Level 2
"Moreelsepark 2, 3511 EP",Utrecht,Utrecht,1/30/2019,6:27 AM,142,13.46,5.66,1.69,Level 2
"Stationsstraat 22, 3511 EK",Utrecht,Utrecht,1/31/2019,11:14 AM,46,2.19,0.92,0.27,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,1/31/2019,11:34 PM,77,7.86,3.3,0.99,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,1/31/2019,9:43 PM,2,0.12,0.05,0.02,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,1/31/2019,9:37 PM,5,0.28,0.12,0.04,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,1/31/2019,6:07 PM,212,21.89,9.19,2.75,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,1/31/2019,5:06 PM,227,21.34,8.96,2.68,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,1/31/2019,6:33 PM,107,5.52,2.32,0.69,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,1/31/2019,6:59 PM,24,2.53,1.06,0.32,Level 2
"Sterrenbos 10, 3511 ES",Utrecht,Utrecht,1/31/2019,6:05 PM,63,6.14,2.58,0.77,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,1/31/2019,5:23 PM,75,5.89,2.48,0.74,Level 2
"Valeriusbaan, 3521 AB",Utrecht,Utrecht,1/31/2019,5:36 PM,52,5.18,2.18,0.65,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,1/31/2019,2:16 PM,242,21.96,9.22,2.76,Level 2
"Valeriusbaan 12, 3521 AB",Utrecht,Utrecht,1/31/2019,4:04 PM,130,6.98,2.93,0.88,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,1/31/2019,6:06 PM,   -     , -   , -   , -   ,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,1/31/2019,4:34 PM,88,5.04,2.12,0.63,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,1/31/2019,8:40 AM,291,18.11,7.6,2.27,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,1/31/2019,3:05 PM,120,12.33,5.18,1.55,Level 2
"Croeselaan 14, 3511 EN",Utrecht,Utrecht,1/31/2019,4:18 PM,45,2.67,1.12,0.34,Level 2
"Daalsesingel 1, 3511 SV",Utrecht,Utrecht,1/31/2019,10:09 AM,126,7.64,3.21,0.96,Level 2
"Valeriusbaan 12, 3521 AB",Utrecht,Utrecht,1/31/2019,9:03 AM,470,48,20.16,6.02,Level 2
"Spoorstraat 22, 3511 EN",Utrecht,Utrecht,1/31/2019,4:02 PM,42,4.31,1.81,0.54,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,1/31/2019,11:43 AM,265,26.37,11.07,3.31,Level 2
